,,,,,
"Niedziela,
21 lut 21 dane archiwalne ","niebo niewidoczne / opady deszczu","6°C 2°C","984.25 hPa","26km/h,
połud.-zach.","opady deszczu"
"Poniedziałek,
22 lut 22 dane archiwalne ","niebo niewidoczne / niewielki deszcz","6°C 3°C","977.92 hPa","24.25km/h,
zachodni","niewielki deszcz"
"Wtorek,
23 lut 23 dane archiwalne ","pochmurnie z przejaśnieniami / niewielki deszcz","4°C 2°C","983.59 hPa","26km/h,
zachodni","niewielki deszcz"
"Środa,
24 lut 24 dane archiwalne ","pochmurnie z przejaśnieniami / niewielki deszcz","3°C 2°C","988.59 hPa","22.75km/h,
zachodni","niewielki deszcz"
"Czwartek,
25 lut 25 dane archiwalne ","pochmurnie z przejaśnieniami / bez istotnych opadów","3°C -1°C","993.25 hPa","21.75km/h,
połud.-zach.","bez istotnych opadów"
"Piątek,
26 lut 26 dane archiwalne ","bezchmurnie / brak opadów","4°C -1°C","1002.92 hPa","18km/h,
połud.-zach.","brak opadów"
"Sobota,
27 lut 27 dane archiwalne ","bezchmurnie / brak opadów","5°C -1°C","1008.25 hPa","15.25km/h,
połud.-zach.","brak opadów"
"Niedziela,
28 lut 28 dane archiwalne ","pochmurnie z przejaśnieniami / brak opadów","4°C -1°C","1011.58 hPa","8km/h,
wschodni","brak opadów"
"Poniedziałek,
29 lut 29 dane archiwalne ","częściowe zachmurzenie / brak opadów","4°C -2°C","1018.58 hPa","14.5km/h,
wschodni","brak opadów"
"Wtorek,
01 mar 01 dane archiwalne ","niebo niewidoczne / bez istotnych opadów","2°C -1°C","1013.59 hPa","21.75km/h,
północ.-wsch.","bez istotnych opadów"
"Środa,
02 mar 02 dane archiwalne ","niebo niewidoczne / bez istotnych opadów","3°C 0°C","999.25 hPa","14.5km/h,
południowy","bez istotnych opadów"
"Czwartek,
03 mar 03 dane archiwalne ","niebo niewidoczne / niewielki deszcz","6°C 1°C","995.58 hPa","14.25km/h,
połud.-wsch.","niewielki deszcz"
"Piątek,
04 mar 04 dane archiwalne ","niebo niewidoczne / niewielki deszcz","6°C 3°C","999.59 hPa","12.5km/h,
połud.-wsch.","niewielki deszcz"
"Sobota,
05 mar 05 dane archiwalne ","pochmurnie z przejaśnieniami / brak opadów","6°C 2°C","998.92 hPa","16km/h,
połud.-wsch.","brak opadów"
"Niedziela,
06 mar 06 dane archiwalne ","niebo niewidoczne / bez istotnych opadów","7°C 0°C","990.59 hPa","22km/h,
połud.-wsch.","bez istotnych opadów"
"Poniedziałek,
07 mar 07 dane archiwalne ","zachmurzenie małe / brak opadów","8°C 4°C","996.59 hPa","17.25km/h,
południowy","brak opadów"
"Wtorek,
08 mar 08 dane archiwalne ","niebo niewidoczne / brak opadów","7°C 2°C","1003.58 hPa","9km/h,
północny","brak opadów"
"Środa,
09 mar 09 dane archiwalne ","niebo niewidoczne / niewielki deszcz","7°C 0°C","1010.58 hPa","9.75km/h,
połud.-wsch.","niewielki deszcz"
"Czwartek,
10 mar 10 dane archiwalne ","pochmurnie / brak opadów","5°C 2°C","1014.59 hPa","16km/h,
wschodni","brak opadów"
"Piątek,
11 mar 11 dane archiwalne ","niebo niewidoczne / niewielki deszcz","4°C 1°C","1019.58 hPa","17km/h,
północ.-wsch.","niewielki deszcz"
"Sobota,
12 mar 12 dane archiwalne ","niebo niewidoczne / bez istotnych opadów","4°C 2°C","1024.25 hPa","18km/h,
północny","bez istotnych opadów"
"Niedziela,
13 mar 13 dane archiwalne ","częściowe zachmurzenie / brak opadów","6°C 1°C","1028.91 hPa","13.25km/h,
północ.-wsch.","brak opadów"
"Poniedziałek,
14 mar 14 dane archiwalne ","pochmurnie / bez istotnych opadów","5°C -1°C","1026.58 hPa","15.5km/h,
północ.-zach.","bez istotnych opadów"
"Wtorek,
15 mar 15 dane archiwalne ","niebo niewidoczne / niewielki deszcz","4°C 2°C","1019.91 hPa","22km/h,
północ.-wsch.","niewielki deszcz"
"Środa,
16 mar 16 dane archiwalne ","bezchmurnie / brak opadów","7°C 0°C","1028.59 hPa","9km/h,
północny","brak opadów"
"Czwartek,
17 mar 17 dane archiwalne ","pochmurnie z przejaśnieniami / bez istotnych opadów","7°C 0°C","1020.92 hPa","19km/h,
zachodni","bez istotnych opadów"
"Piątek,
18 mar 18 dane archiwalne ","pochmurnie z przejaśnieniami / bez istotnych opadów","7°C 3°C","1008.59 hPa","22.75km/h,
północ.-zach.","bez istotnych opadów"
"Sobota,
19 mar 19 dane archiwalne ","pochmurnie / niewielki deszcz","6°C -1°C","1010.25 hPa","21.5km/h,
zachodni","niewielki deszcz"
"Niedziela,
20 mar 20 dane archiwalne ","częściowe zachmurzenie / brak opadów","8°C 2°C","1003.25 hPa","20km/h,
zachodni","brak opadów"
"Poniedziałek,
21 mar 21 dane archiwalne ","częściowe zachmurzenie / brak opadów","9°C 1°C","1001.25 hPa","18km/h,
zachodni","brak opadów"
"Wtorek,
22 mar 22 dane archiwalne ","niebo niewidoczne / niewielki deszcz","6°C 3°C","998.58 hPa","13.25km/h,
północny","niewielki deszcz"
"Środa,
23 mar 23 dane archiwalne ","pochmurnie / brak opadów","7°C -1°C","1002.58 hPa","12.5km/h,
południowy","brak opadów"
"Czwartek,
24 mar 24 dane archiwalne ","bezchmurnie / brak opadów","8°C 0°C","1004.25 hPa","10km/h,
połud.-zach.","brak opadów"
"Piątek,
25 mar 25 dane archiwalne ","niebo niewidoczne / bez istotnych opadów","9°C 0°C","1004.81 hPa","15.33km/h,
połud.-zach.","bez istotnych opadów"
"Sobota,
26 mar 26 dane archiwalne ","pochmurnie z przejaśnieniami / niewielki deszcz","9°C 5°C","1006.58 hPa","14.25km/h,
północ.-zach.","niewielki deszcz"
"Niedziela,
27 mar 27 dane archiwalne ","bezchmurnie / brak opadów","11°C 2°C","1010.59 hPa","17km/h,
południowy","brak opadów"
"Poniedziałek,
28 mar 28 dane archiwalne ","częściowe zachmurzenie / brak opadów","12°C 0°C","1004.8 hPa","15.33km/h,
południowy","brak opadów"
"Wtorek,
29 mar 29 dane archiwalne ","pochmurnie / niewielki deszcz","12°C 8°C","996.92 hPa","19km/h,
połud.-zach.","niewielki deszcz"
"Środa,
30 mar 30 dane archiwalne ","częściowe zachmurzenie / brak opadów","10°C 0°C","1001.69 hPa","18km/h,
połud.-zach.","brak opadów"
"Czwartek,
31 mar 31 dane archiwalne ","pochmurnie z przejaśnieniami / bez istotnych opadów","8°C 4°C","1003.58 hPa","19km/h,
zachodni","bez istotnych opadów"
"Piątek,
01 kwi 01 dane archiwalne ","pochmurnie / brak opadów","8°C 2°C","1007.58 hPa","19.75km/h,
północ.-zach.","brak opadów"
"Sobota,
02 kwi 02 dane archiwalne ","częściowe zachmurzenie / brak opadów","12°C 1°C","1017.58 hPa","13.5km/h,
połud.-zach.","brak opadów"
"Niedziela,
03 kwi 03 dane archiwalne ","częściowe zachmurzenie / brak opadów","14°C 0°C","1011.25 hPa","18km/h,
południowy","brak opadów"
"Poniedziałek,
04 kwi 04 dane archiwalne ","pochmurnie z przejaśnieniami / brak opadów","18°C 8°C","1005.92 hPa","12.5km/h,
połud.-wsch.","brak opadów"
"Wtorek,
05 kwi 05 dane archiwalne ","pochmurnie / brak opadów","20°C 12°C","1001.58 hPa","12.5km/h,
połud.-wsch.","brak opadów"
"Środa,
06 kwi 06 dane archiwalne ","niebo niewidoczne / niewielki deszcz","13°C 12°C","997.92 hPa","19km/h,
zachodni","niewielki deszcz"
"Czwartek,
07 kwi 07 dane archiwalne ","zachmurzenie małe / bez istotnych opadów","15°C 7°C","1001.25 hPa","15.5km/h,
połud.-zach.","bez istotnych opadów"
"Piątek,
08 kwi 08 dane archiwalne ","pochmurnie / brak opadów","13°C 6°C","1003.92 hPa","9km/h,
połud.-zach.","brak opadów"
"Sobota,
09 kwi 09 dane archiwalne ","bezchmurnie / brak opadów","13°C 0°C","1003.92 hPa","10.5km/h,
północny","brak opadów"
"Niedziela,
10 kwi 10 dane archiwalne ","niebo niewidoczne / brak opadów","11°C 4°C","1007.58 hPa","19km/h,
północ.-wsch.","brak opadów"
"Poniedziałek,
11 kwi 11 dane archiwalne ","pochmurnie z przejaśnieniami / brak opadów","12°C 6°C","1011.59 hPa","21km/h,
północ.-wsch.","brak opadów"
"Wtorek,
12 kwi 12 dane archiwalne ","zachmurzenie małe / bez istotnych opadów","14°C 6°C","1008.25 hPa","15km/h,
północ.-wsch.","bez istotnych opadów"
"Środa,
13 kwi 13 dane archiwalne ","niebo niewidoczne / niewielki deszcz","13°C 9°C","1000.92 hPa","9km/h,
północ.-zach.","niewielki deszcz"
"Czwartek,
14 kwi 14 dane archiwalne ","niebo niewidoczne / brak opadów","12°C 6°C","999.92 hPa","12.75km/h,
północny","brak opadów"
"Piątek,
15 kwi 15 dane archiwalne ","zachmurzenie małe / brak opadów","13°C 4°C","1002.92 hPa","9.75km/h,
połud.-wsch.","brak opadów"
"Sobota,
16 kwi 16 dane archiwalne ","częściowe zachmurzenie / niewielki deszcz","16°C 8°C","997.58 hPa","19km/h,
południowy","niewielki deszcz"
"Niedziela,
17 kwi 17 dane archiwalne ","niebo niewidoczne / opady deszczu","11°C 8°C","997.59 hPa","17km/h,
połud.-zach.","opady deszczu"
"Poniedziałek,
18 kwi 18 dane archiwalne ","zachmurzenie małe / brak opadów","10°C 5°C","1006.58 hPa","21.75km/h,
zachodni","brak opadów"
"Wtorek,
19 kwi 19 dane archiwalne ","częściowe zachmurzenie / niewielki deszcz","11°C 6°C","1006.92 hPa","27km/h,
zachodni","niewielki deszcz"
"Środa,
20 kwi 20 dane archiwalne ","zachmurzenie małe / niewielki deszcz","12°C 5°C","1011.58 hPa","24.5km/h,
północ.-zach.","niewielki deszcz"
"Czwartek,
21 kwi 21 dane archiwalne ","bezchmurnie / brak opadów","13°C 4°C","1015.25 hPa","17km/h,
zachodni","brak opadów"
"Piątek,
22 kwi 22 dane archiwalne ","częściowe zachmurzenie / bez istotnych opadów","12°C 6°C","1005.92 hPa","26.25km/h,
północ.-zach.","bez istotnych opadów"
"Sobota,
23 kwi 23 dane archiwalne ","częściowe zachmurzenie / niewielki deszcz","12°C 3°C","1002.92 hPa","10.75km/h,
połud.-zach.","niewielki deszcz"
"Niedziela,
24 kwi 24 dane archiwalne ","zachmurzenie małe / niewielki deszcz","10°C 3°C","997.91 hPa","10km/h,
zachodni","niewielki deszcz"
"Poniedziałek,
25 kwi 25 dane archiwalne ","zachmurzenie małe / niewielki deszcz","10°C -1°C","999.92 hPa","7km/h,
połud.-zach.","niewielki deszcz"
"Wtorek,
26 kwi 26 dane archiwalne ","zachmurzenie małe / brak opadów","11°C 1°C","998.25 hPa","14.25km/h,
połud.-wsch.","brak opadów"
"Środa,
27 kwi 27 dane archiwalne ","częściowe zachmurzenie / niewielki deszcz","11°C 3°C","997.58 hPa","18km/h,
południowy","niewielki deszcz"
"Czwartek,
28 kwi 28 dane archiwalne ","częściowe zachmurzenie / niewielki deszcz","11°C 4°C","1004.25 hPa","16km/h,
połud.-zach.","niewielki deszcz"
"Piątek,
29 kwi 29 dane archiwalne ","bezchmurnie / brak opadów","13°C 3°C","1012.59 hPa","13.5km/h,
południowy","brak opadów"
"Sobota,
30 kwi 30 dane archiwalne ","zachmurzenie małe / brak opadów","15°C 5°C","1016.92 hPa","15km/h,
połud.-wsch.","brak opadów"
"Niedziela,
01 maj 01 dane archiwalne ","częściowe zachmurzenie / brak opadów","14°C 6°C","1016.92 hPa","13.25km/h,
północ.-wsch.","brak opadów"
"Poniedziałek,
02 maj 02 dane archiwalne ","bezchmurnie / brak opadów","17°C 5°C","1018.25 hPa","14.25km/h,
północny","brak opadów"
"Wtorek,
03 maj 03 dane archiwalne ","bezchmurnie / brak opadów","19°C 6°C","1012.92 hPa","11.75km/h,
północ.-wsch.","brak opadów"
"Środa,
04 maj 04 dane archiwalne ","pochmurnie z przejaśnieniami / brak opadów","17°C 8°C","1013.91 hPa","16km/h,
północny","brak opadów"
"Czwartek,
05 maj 05 dane archiwalne ","bezchmurnie / brak opadów","19°C 6°C","1019.92 hPa","12.5km/h,
północny","brak opadów"
"Piątek,
06 maj 06 dane archiwalne ","bezchmurnie / brak opadów","19°C 7°C","1018.58 hPa","13.25km/h,
północ.-wsch.","brak opadów"
"Sobota,
07 maj 07 dane archiwalne ","bezchmurnie / brak opadów","21°C 7°C","1015.92 hPa","12.5km/h,
wschodni","brak opadów"
"Niedziela,
08 maj 08 dane archiwalne ","częściowe zachmurzenie / brak opadów","22°C 11°C","1016.59 hPa","13.5km/h,
wschodni","brak opadów"
"Poniedziałek,
09 maj 09 dane archiwalne ","częściowe zachmurzenie / brak opadów","23°C 13°C","1016.92 hPa","13.5km/h,
wschodni","brak opadów"
"Wtorek,
10 maj 10 dane archiwalne ","bezchmurnie / brak opadów","24°C 12°C","1014.25 hPa","10.75km/h,
południowy","brak opadów"
"Środa,
11 maj 11 dane archiwalne ","bezchmurnie / bez istotnych opadów","23°C 12°C","1009.25 hPa","11.75km/h,
północ.-wsch.","bez istotnych opadów"
"Czwartek,
12 maj 12 dane archiwalne ","zachmurzenie małe / bez istotnych opadów","20°C 10°C","1003.91 hPa","18km/h,
północ.-wsch.","bez istotnych opadów"
"Piątek,
13 maj 13 dane archiwalne ","pochmurnie z przejaśnieniami / niewielki deszcz","20°C 11°C","995.58 hPa","12.5km/h,
północ.-wsch.","niewielki deszcz"
"Sobota,
14 maj 14 dane archiwalne ","częściowe zachmurzenie / brak opadów","19°C 9°C","992.58 hPa","15km/h,
północ.-zach.","brak opadów"
"Niedziela,
15 maj 15 dane archiwalne ","zachmurzenie małe / niewielki deszcz","12°C 6°C","997.92 hPa","21.5km/h,
zachodni","niewielki deszcz"
"Poniedziałek,
16 maj 16 dane archiwalne ","niebo niewidoczne / opady deszczu","11°C 6°C","1000.25 hPa","28.75km/h,
zachodni","opady deszczu"
"Wtorek,
17 maj 17 dane archiwalne ","niebo niewidoczne / opady deszczu","10°C 6°C","1002.25 hPa","22.5km/h,
zachodni","opady deszczu"
"Środa,
18 maj 18 dane archiwalne ","pochmurnie z przejaśnieniami / niewielki deszcz","14°C 5°C","1005.25 hPa","11.5km/h,
zachodni","niewielki deszcz"
"Czwartek,
19 maj 19 dane archiwalne ","zachmurzenie małe / brak opadów","18°C 6°C","1005.91 hPa","9.75km/h,
południowy","brak opadów"
"Piątek,
20 maj 20 dane archiwalne ","częściowe zachmurzenie / niewielki deszcz","20°C 10°C","1008.59 hPa","8.25km/h,
zachodni","niewielki deszcz"
"Sobota,
21 maj 21 dane archiwalne ","zachmurzenie małe / niewielki deszcz","20°C 10°C","1009.91 hPa","10.5km/h,
północ.-zach.","niewielki deszcz"
"Niedziela,
22 maj 22 dane archiwalne ","częściowe zachmurzenie / brak opadów","24°C 10°C","1010.25 hPa","10.75km/h,
południowy","brak opadów"
"Poniedziałek,
23 maj 23 dane archiwalne ","częściowe zachmurzenie / brak opadów","26°C 15°C","1006.58 hPa","20km/h,
połud.-wsch.","brak opadów"
"Wtorek,
24 maj 24 dane archiwalne ","częściowe zachmurzenie / brak opadów","26°C 16°C","1003.92 hPa","17km/h,
wschodni","brak opadów"
"Środa,
25 maj 25 dane archiwalne ","częściowe zachmurzenie / brak opadów","24°C 12°C","1004.25 hPa","12.5km/h,
północ.-wsch.","brak opadów"
"Czwartek,
26 maj 26 dane archiwalne ","pochmurnie z przejaśnieniami / brak opadów","18°C 10°C","1008.25 hPa","15.25km/h,
północny","brak opadów"
"Piątek,
27 maj 27 dane archiwalne ","pochmurnie / opady deszczu","20°C 9°C","1010.91 hPa","10km/h,
połud.-wsch.","opady deszczu"
"Sobota,
28 maj 28 dane archiwalne ","pochmurnie z przejaśnieniami / opady deszczu","22°C 11°C","1010.25 hPa","9.75km/h,
wschodni","opady deszczu"
"Niedziela,
29 maj 29 dane archiwalne ","pochmurnie z przejaśnieniami / niewielki deszcz","26°C 15°C","1007.92 hPa","17km/h,
wschodni","niewielki deszcz"
"Poniedziałek,
30 maj 30 dane archiwalne ","pochmurnie z przejaśnieniami / niewielki deszcz","26°C 17°C","1006.25 hPa","20km/h,
wschodni","niewielki deszcz"
"Wtorek,
31 maj 31 dane archiwalne ","częściowe zachmurzenie / opady deszczu","25°C 17°C","1006.25 hPa","18km/h,
wschodni","opady deszczu"
"Środa,
01 cze 01 dane archiwalne ","częściowe zachmurzenie / opady deszczu","26°C 17°C","1007.25 hPa","18km/h,
wschodni","opady deszczu"
"Czwartek,
02 cze 02 dane archiwalne ","częściowe zachmurzenie / niewielki deszcz","25°C 17°C","1007.92 hPa","16km/h,
wschodni","niewielki deszcz"
"Piątek,
03 cze 03 dane archiwalne ","zachmurzenie małe / bez istotnych opadów","26°C 16°C","1007.58 hPa","13.5km/h,
wschodni","bez istotnych opadów"
"Sobota,
04 cze 04 dane archiwalne ","zachmurzenie małe / bez istotnych opadów","24°C 14°C","1006.92 hPa","13.5km/h,
północ.-wsch.","bez istotnych opadów"
"Niedziela,
05 cze 05 dane archiwalne ","zachmurzenie małe / brak opadów","20°C 12°C","1010.92 hPa","18km/h,
północny","brak opadów"
"Poniedziałek,
06 cze 06 dane archiwalne ","zachmurzenie małe / bez istotnych opadów","17°C 10°C","1016.25 hPa","18km/h,
północny","bez istotnych opadów"
"Wtorek,
07 cze 07 dane archiwalne ","bezchmurnie / brak opadów","21°C 6°C","1019.25 hPa","6.5km/h,
północny","brak opadów"
"Środa,
08 cze 08 dane archiwalne ","zachmurzenie małe / niewielki deszcz","24°C 11°C","1011.25 hPa","17.25km/h,
połud.-zach.","niewielki deszcz"
"Czwartek,
09 cze 09 dane archiwalne ","bezchmurnie / brak opadów","19°C 11°C","1008.59 hPa","17km/h,
północny","brak opadów"
"Piątek,
10 cze 10 dane archiwalne ","pochmurnie z przejaśnieniami / niewielki deszcz","19°C 7°C","1001.58 hPa","19.75km/h,
zachodni","niewielki deszcz"
"Sobota,
11 cze 11 dane archiwalne ","zachmurzenie małe / niewielki deszcz","16°C 7°C","1003.25 hPa","20km/h,
północ.-zach.","niewielki deszcz"
"Niedziela,
12 cze 12 dane archiwalne ","bezchmurnie / brak opadów","18°C 5°C","1007.58 hPa","9km/h,
północ.-wsch.","brak opadów"
"Poniedziałek,
13 cze 13 dane archiwalne ","niebo niewidoczne / niewielki deszcz","17°C 9°C","1003.25 hPa","17km/h,
wschodni","niewielki deszcz"
"Wtorek,
14 cze 14 dane archiwalne ","niebo niewidoczne / bez istotnych opadów","23°C 11°C","996.92 hPa","20km/h,
połud.-wsch.","bez istotnych opadów"
"Środa,
15 cze 15 dane archiwalne ","częściowe zachmurzenie / brak opadów","23°C 13°C","994.58 hPa","13.5km/h,
wschodni","brak opadów"
"Czwartek,
16 cze 16 dane archiwalne ","pochmurnie z przejaśnieniami / opady deszczu","21°C 11°C","996.25 hPa","11.75km/h,
połud.-zach.","opady deszczu"
"Piątek,
17 cze 17 dane archiwalne ","pochmurnie / opady deszczu","22°C 13°C","993.59 hPa","15.5km/h,
połud.-wsch.","opady deszczu"
"Sobota,
18 cze 18 dane archiwalne ","pochmurnie / bez istotnych opadów","21°C 12°C","1000.92 hPa","26km/h,
połud.-zach.","bez istotnych opadów"
"Niedziela,
19 cze 19 dane archiwalne ","zachmurzenie małe / niewielki deszcz","23°C 12°C","1011.58 hPa","10km/h,
połud.-zach.","niewielki deszcz"
"Poniedziałek,
20 cze 20 dane archiwalne ","pochmurnie / bez istotnych opadów","21°C 12°C","1014.25 hPa","12.5km/h,
północny","bez istotnych opadów"
"Wtorek,
21 cze 21 dane archiwalne ","częściowe zachmurzenie / opady deszczu","20°C 13°C","1011.92 hPa","13.5km/h,
południowy","opady deszczu"
"Środa,
22 cze 22 dane archiwalne ","bezchmurnie / bez istotnych opadów","24°C 13°C","1017.58 hPa","10.5km/h,
połud.-zach.","bez istotnych opadów"
"Czwartek,
23 cze 23 dane archiwalne ","bezchmurnie / brak opadów","28°C 16°C","1019.25 hPa","11.75km/h,
południowy","brak opadów"
"Piątek,
24 cze 24 dane archiwalne ","zachmurzenie małe / brak opadów","31°C 18°C","1014.92 hPa","16km/h,
południowy","brak opadów"
"Sobota,
25 cze 25 dane archiwalne ","bezchmurnie / bez istotnych opadów","32°C 20°C","1009.25 hPa","13.5km/h,
połud.-wsch.","bez istotnych opadów"
"Niedziela,
26 cze 26 dane archiwalne ","zachmurzenie małe / niewielki deszcz","28°C 23°C","1005.25 hPa","17km/h,
zachodni","niewielki deszcz"
"Poniedziałek,
27 cze 27 dane archiwalne ","zachmurzenie małe / brak opadów","23°C 15°C","1009.25 hPa","15.25km/h,
zachodni","brak opadów"
"Wtorek,
28 cze 28 dane archiwalne ","częściowe zachmurzenie / niewielki deszcz","24°C 14°C","1009.58 hPa","7.25km/h,
połud.-zach.","niewielki deszcz"
"Środa,
29 cze 29 dane archiwalne ","pochmurnie z przejaśnieniami / niewielki deszcz","22°C 13°C","1007.92 hPa","8.75km/h,
połud.-wsch.","niewielki deszcz"
"Czwartek,
30 cze 30 dane archiwalne ","częściowe zachmurzenie / niewielki deszcz","25°C 14°C","1006.58 hPa","9.25km/h,
południowy","niewielki deszcz"
"Piątek,
01 lip 01 dane archiwalne ","zachmurzenie małe / niewielki deszcz","26°C 16°C","1008.59 hPa","10km/h,
połud.-zach.","niewielki deszcz"
"Sobota,
02 lip 02 dane archiwalne ","bezchmurnie / bez istotnych opadów","29°C 18°C","1006.59 hPa","16.25km/h,
południowy","bez istotnych opadów"
"Niedziela,
03 lip 03 dane archiwalne ","niebo niewidoczne / niewielki deszcz","19°C 15°C","1009.25 hPa","17km/h,
zachodni","niewielki deszcz"
"Poniedziałek,
04 lip 04 dane archiwalne ","zachmurzenie małe / opady deszczu","20°C 11°C","1011.25 hPa","19km/h,
zachodni","opady deszczu"
"Wtorek,
05 lip 05 dane archiwalne ","zachmurzenie małe / niewielki deszcz","22°C 11°C","1008.91 hPa","16.25km/h,
połud.-zach.","niewielki deszcz"
"Środa,
06 lip 06 dane archiwalne ","pochmurnie z przejaśnieniami / niewielki deszcz","16°C 14°C","997.59 hPa","25km/h,
zachodni","niewielki deszcz"
"Czwartek,
07 lip 07 dane archiwalne ","częściowe zachmurzenie / opady deszczu","19°C 14°C","1003.91 hPa","27km/h,
zachodni","opady deszczu"
"Piątek,
08 lip 08 dane archiwalne ","częściowe zachmurzenie / niewielki deszcz","23°C 12°C","1008.58 hPa","21.75km/h,
zachodni","niewielki deszcz"
"Sobota,
09 lip 09 dane archiwalne ","częściowe zachmurzenie / niewielki deszcz","19°C 15°C","1003.25 hPa","18.25km/h,
zachodni","niewielki deszcz"
"Niedziela,
10 lip 10 dane archiwalne ","częściowe zachmurzenie / niewielki deszcz","21°C 13°C","1007.25 hPa","17km/h,
połud.-zach.","niewielki deszcz"
"Poniedziałek,
11 lip 11 dane archiwalne ","niebo niewidoczne / opady deszczu","27°C 17°C","1001.92 hPa","14.25km/h,
połud.-zach.","opady deszczu"
"Wtorek,
12 lip 12 dane archiwalne ","niebo niewidoczne / brak opadów","25°C 15°C","1002.92 hPa","12.75km/h,
połud.-zach.","brak opadów"
"Środa,
13 lip 13 dane archiwalne ","niebo niewidoczne / niewielki deszcz","22°C 16°C","1004.59 hPa","6.25km/h,
północ.-zach.","niewielki deszcz"
"Czwartek,
14 lip 14 dane archiwalne ","niebo niewidoczne / opady deszczu","18°C 14°C","1003.59 hPa","16.25km/h,
wschodni","opady deszczu"
"Piątek,
15 lip 15 dane archiwalne ","niebo niewidoczne / niewielki deszcz","20°C 14°C","1001.25 hPa","28.75km/h,
północ.-zach.","niewielki deszcz"
"Sobota,
16 lip 16 dane archiwalne ","częściowe zachmurzenie / bez istotnych opadów","20°C 13°C","1013.25 hPa","18km/h,
zachodni","bez istotnych opadów"
"Niedziela,
17 lip 17 dane archiwalne ","pochmurnie / bez istotnych opadów","21°C 13°C","1011.59 hPa","13.5km/h,
zachodni","bez istotnych opadów"
"Poniedziałek,
18 lip 18 dane archiwalne ","zachmurzenie małe / niewielki deszcz","19°C 12°C","1009.25 hPa","14km/h,
północ.-zach.","niewielki deszcz"
"Wtorek,
19 lip 19 dane archiwalne ","zachmurzenie małe / bez istotnych opadów","22°C 13°C","1010.92 hPa","15km/h,
północ.-zach.","bez istotnych opadów"
"Środa,
20 lip 20 dane archiwalne ","bezchmurnie / brak opadów","23°C 11°C","1012.92 hPa","11.75km/h,
północ.-zach.","brak opadów"
"Czwartek,
21 lip 21 dane archiwalne ","bezchmurnie / brak opadów","23°C 13°C","1010.58 hPa","13.5km/h,
północny","brak opadów"
"Piątek,
22 lip 22 dane archiwalne ","częściowe zachmurzenie / bez istotnych opadów","21°C 13°C","1010.25 hPa","16km/h,
północny","bez istotnych opadów"
"Sobota,
23 lip 23 dane archiwalne ","częściowe zachmurzenie / bez istotnych opadów","24°C 15°C","1012.92 hPa","11km/h,
północny","bez istotnych opadów"
"Niedziela,
24 lip 24 dane archiwalne ","niebo niewidoczne / bez istotnych opadów","23°C 14°C","1014.25 hPa","8.25km/h,
północ.-wsch.","bez istotnych opadów"
"Poniedziałek,
25 lip 25 dane archiwalne ","zachmurzenie małe / niewielki deszcz","27°C 15°C","1012.25 hPa","9km/h,
wschodni","niewielki deszcz"
"Wtorek,
26 lip 26 dane archiwalne ","zachmurzenie małe / bez istotnych opadów","29°C 17°C","1010.91 hPa","7.25km/h,
zachodni","bez istotnych opadów"
"Środa,
27 lip 27 dane archiwalne ","bezchmurnie / brak opadów","27°C 16°C","1011.58 hPa","9.75km/h,
północ.-wsch.","brak opadów"
"Czwartek,
28 lip 28 dane archiwalne ","niebo niewidoczne / niewielki deszcz","25°C 18°C","1007.25 hPa","11.5km/h,
zachodni","niewielki deszcz"
"Piątek,
29 lip 29 dane archiwalne ","częściowe zachmurzenie / opady deszczu","24°C 15°C","1006.25 hPa","8km/h,
południowy","opady deszczu"
"Sobota,
30 lip 30 dane archiwalne ","zachmurzenie małe / niewielki deszcz","25°C 16°C","1003.92 hPa","14.25km/h,
połud.-zach.","niewielki deszcz"
"Niedziela,
31 lip 31 dane archiwalne ","bezchmurnie / brak opadów","24°C 16°C","1005.25 hPa","11.75km/h,
zachodni","brak opadów"
"Poniedziałek,
01 sie 01 dane archiwalne ","pochmurnie / opady deszczu","20°C 16°C","1004.92 hPa","13.5km/h,
północ.-zach.","opady deszczu"
"Wtorek,
02 sie 02 dane archiwalne ","zachmurzenie małe / niewielki deszcz","21°C 13°C","1008.92 hPa","16km/h,
zachodni","niewielki deszcz"
"Środa,
03 sie 03 dane archiwalne ","bezchmurnie / brak opadów","22°C 12°C","1007.58 hPa","12.5km/h,
połud.-zach.","brak opadów"
"Czwartek,
04 sie 04 dane archiwalne ","pochmurnie / niewielki deszcz","24°C 17°C","1003.92 hPa","18km/h,
połud.-zach.","niewielki deszcz"
"Piątek,
05 sie 05 dane archiwalne ","pochmurnie / niewielki deszcz","21°C 17°C","1005.91 hPa","11.75km/h,
północny","niewielki deszcz"
"Sobota,
06 sie 06 dane archiwalne ","niebo niewidoczne / niewielki deszcz","22°C 14°C","1010.59 hPa","18km/h,
zachodni","niewielki deszcz"
"Niedziela,
07 sie 07 dane archiwalne ","zachmurzenie małe / bez istotnych opadów","20°C 13°C","1014.25 hPa","23.5km/h,
zachodni","bez istotnych opadów"
"Poniedziałek,
08 sie 08 dane archiwalne ","pochmurnie / niewielki deszcz","24°C 15°C","1011.25 hPa","20km/h,
połud.-zach.","niewielki deszcz"
"Wtorek,
09 sie 09 dane archiwalne ","częściowe zachmurzenie / niewielki deszcz","20°C 15°C","1008.59 hPa","18km/h,
zachodni","niewielki deszcz"
